Codigo de Cliente,Tipo de Transaccion,Codigo de Transaccion,Monto,Fecha de Documento,Libro Mayor,Fecha de Pago
0000515505,RV,0153884525,57.98,2020-12-10,0012101300,
0000516775,RV,0153884535,84.01,2020-12-10,0012101300,
0000507418,RV,0153884603,31.46,2020-12-10,0012101300,
0000512170,RV,0153884613,15.03,2020-12-10,0012101300,
0000512170,RV,0153884623,0.73,2020-12-10,0012101300,
0000512170,RV,0153884633,0.73,2020-12-10,0012101300,
0000512170,RV,0153884643,40.56,2020-12-10,0012101300,
0000515391,RV,0153884653,131.57,2020-12-10,0012101300,
0000517248,RV,0153884663,323.32,2020-12-11,0012101300,
0000507494,RV,0153884809,2.65,2020-12-10,0012101300,
0000507494,RV,0153884819,4.07,2020-12-10,0012101300,
0000507494,RV,0153884829,13.50,2020-12-10,0012101300,
0000507494,RV,0153884839,10.61,2020-12-10,0012101300,
0000507494,RV,0153884849,6.33,2020-12-10,0012101300,
0000507494,RV,0153884859,14.38,2020-12-10,0012101300,
0000507494,RV,0153884869,1.37,2020-12-10,0012101300,
0000507494,RV,0153884879,1.80,2020-12-10,0012101300,
0000507494,RV,0153884889,8.21,2020-12-10,0012101300,
0000507494,RV,0153884899,7.35,2020-12-10,0012101300,
0000507494,RV,0153884909,55.35,2020-12-10,0012101300,
0000507494,RV,0153884919,1.42,2020-12-10,0012101300,
0000507494,RV,0153884929,15.94,2020-12-10,0012101300,
0000507494,RV,0153884939,21.63,2020-12-10,0012101300,
0000507494,RV,0153884949,1.71,2020-12-10,0012101300,
0000507494,RV,0153884959,21.04,2020-12-10,0012101300,
0000507494,RV,0153884969,1.23,2020-12-10,0012101300,
0000507494,RV,0153884979,1.97,2020-12-10,0012101300,
0000507494,RV,0153884989,4.90,2020-12-10,0012101300,
0000507494,RV,0153884999,8.93,2020-12-10,0012101300,
0000507494,RV,0153885009,8.25,2020-12-10,0012101300,
0000507494,RV,0153885019,8.14,2020-12-10,0012101300,
0000507494,RV,0153885029,17.08,2020-12-10,0012101300,
0000507494,RV,0153885039,0.94,2020-12-10,0012101300,
0000507494,RV,0153885049,1.71,2020-12-10,0012101300,
0000507494,RV,0153885059,10.05,2020-12-10,0012101300,
0000507494,RV,0153885069,0.52,2020-12-10,0012101300,
0000507494,RV,0153885079,9.25,2020-12-10,0012101300,
0000507494,RV,0153885089,3.88,2020-12-10,0012101300,
0000507494,RV,0153885099,0.17,2020-12-10,0012101300,
0000507494,RV,0153885109,2.03,2020-12-10,0012101300,
0000507494,RV,0153885119,2.76,2020-12-10,0012101300,
0000507494,RV,0153885129,3.17,2020-12-10,0012101300,
0000507494,RV,0153885139,65.85,2020-12-10,0012101300,
0000507494,RV,0153885149,9.77,2020-12-10,0012101300,
0000507494,RV,0153885159,3.28,2020-12-10,0012101300,
0000507494,RV,0153885169,40.44,2020-12-10,0012101300,
0000507494,RV,0153885179,0.88,2020-12-10,0012101300,
0000507494,RV,0153885189,24.19,2020-12-10,0012101300,
0000507494,RV,0153885199,1.02,2020-12-10,0012101300,
0000507494,RV,0153885209,2.93,2020-12-10,0012101300,
0000507494,RV,0153885219,0.85,2020-12-10,0012101300,
0000507494,RV,0153885229,0.62,2020-12-10,0012101300,
0000507494,RV,0153885239,14.23,2020-12-10,0012101300,
0000507494,RV,0153885249,12.63,2020-12-10,0012101300,
0000507494,RV,0153885259,1.01,2020-12-10,0012101300,
0000507494,RV,0153885269,0.23,2020-12-10,0012101300,
0000507494,RV,0153885279,38.48,2020-12-10,0012101300,
0000507494,RV,0153885289,0.49,2020-12-10,0012101300,
0000507494,RV,0153885299,3.00,2020-12-10,0012101300,
0000507494,RV,0153885309,16.42,2020-12-10,0012101300,
0000507494,RV,0153885319,1.15,2020-12-10,0012101300,
0000507494,RV,0153885329,2.53,2020-12-10,0012101300,
0000507494,RV,0153885339,19.27,2020-12-10,0012101300,
0000507494,RV,0153885349,4.97,2020-12-10,0012101300,
0000507494,RV,0153885359,4.12,2020-12-10,0012101300,
0000507494,RV,0153885369,2.05,2020-12-10,0012101300,
0000507494,RV,0153885379,12.45,2020-12-10,0012101300,
0000507494,RV,0153885389,4.05,2020-12-10,0012101300,
0000507494,RV,0153885399,49.62,2020-12-10,0012101300,
0000507494,RV,0153885409,6.42,2020-12-10,0012101300,
0000507494,RV,0153885419,12.09,2020-12-10,0012101300,
0000507494,RV,0153885429,30.65,2020-12-10,0012101300,
0000507494,RV,0153885439,2.05,2020-12-10,0012101300,
0000507494,RV,0153885449,0.56,2020-12-10,0012101300,
0000507494,RV,0153885459,26.08,2020-12-10,0012101300,
0000507494,RV,0153885469,1.10,2020-12-10,0012101300,
0000507494,RV,0153885479,0.58,2020-12-10,0012101300,
0000507494,RV,0153885489,24.05,2020-12-10,0012101300,
0000507494,RV,0153885499,6.35,2020-12-10,0012101300,
0000500248,RV,0153893732,95.60,2020-12-22,0012101300,
0000500248,RV,0153893742,86.52,2020-12-22,0012101300,
0000500248,RV,0153893752,35.13,2020-12-23,0012101300,
0000505619,RV,0153893762,3.18,2020-12-01,0012101300,
0000507149,RV,0153893772,0.60,2020-12-22,0012101300,
0000507149,RV,0153893782,3.92,2020-12-22,0012101300,
0000507149,RV,0153893792,1.09,2020-12-22,0012101300,
0000510878,RV,0153893802,16.43,2020-12-10,0012101300,
0000510878,RV,0153893812,0.03,2020-12-10,0012101300,
0000510878,RV,0153893822,0.59,2020-12-10,0012101300,
0000510878,RV,0153893832,0.11,2020-12-10,0012101300,
0000510878,RV,0153893842,0.23,2020-12-10,0012101300,
0000510878,RV,0153893852,0.01,2020-12-10,0012101300,
0000510878,RV,0153893862,0.06,2020-12-10,0012101300,
0000510878,RV,0153893872,0.67,2020-12-10,0012101300,
0000510878,RV,0153893882,0.17,2020-12-10,0012101300,
0000510878,RV,0153893892,0.02,2020-12-10,0012101300,
0000510878,RV,0153893902,0.14,2020-12-10,0012101300,
0000510878,RV,0153893912,0.00,2020-12-10,0012101300,
0000510878,RV,0153893922,0.01,2020-12-10,0012101300,
0000510878,RV,0153893932,0.11,2020-12-10,0012101300,
0000510878,RV,0153893942,0.11,2020-12-10,0012101300,
0000510878,RV,0153893952,0.00,2020-12-10,0012101300,
0000510878,RV,0153893962,0.06,2020-12-10,0012101300,
0000510878,RV,0153893972,0.00,2020-12-10,0012101300,
0000510878,RV,0153893982,0.33,2020-12-10,0012101300,
0000510878,RV,0153893992,0.16,2020-12-10,0012101300,
0000510878,RV,0153894002,3.30,2020-12-10,0012101300,
0000510878,RV,0153894012,0.06,2020-12-10,0012101300,
0000510878,RV,0153894022,0.28,2020-12-10,0012101300,
0000510878,RV,0153894032,2.80,2020-12-10,0012101300,
0000510878,RV,0153894042,8.15,2020-12-10,0012101300,
0000510878,RV,0153894052,0.02,2020-12-10,0012101300,
0000510878,RV,0153894062,0.02,2020-12-10,0012101300,
0000510744,RV,0153894072,693.43,2020-12-10,0012101300,
0000511128,RV,0153894082,1.58,2020-12-11,0012101300,
0000511510,RV,0153894112,24.77,2020-12-10,0012101300,
0000512767,RV,0153894123,0.25,2020-12-10,0012101300,
0000512767,RV,0153894133,0.03,2020-12-10,0012101300,
0000512767,RV,0153894143,0.20,2020-12-10,0012101300,
0000512767,RV,0153894153,0.00,2020-12-10,0012101300,
0000512767,RV,0153894163,0.29,2020-12-10,0012101300,
0000512767,RV,0153894173,0.11,2020-12-10,0012101300,
0000512767,RV,0153894183,0.04,2020-12-10,0012101300,
0000512767,RV,0153894193,0.11,2020-12-10,0012101300,
0000512767,RV,0153894203,0.48,2020-12-10,0012101300,
0000512767,RV,0153894213,0.01,2020-12-10,0012101300,
0000512767,RV,0153894223,26.08,2020-12-10,0012101300,
0000512767,RV,0153894233,3.06,2020-12-10,0012101300,
0000512767,RV,0153894243,2.45,2020-12-10,0012101300,
0000512767,RV,0153894253,0.06,2020-12-10,0012101300,
0000512767,RV,0153894263,0.97,2020-12-10,0012101300,
0000512767,RV,0153894273,0.80,2020-12-10,0012101300,
0000512767,RV,0153894283,0.00,2020-12-10,0012101300,
0000512767,RV,0153894293,2.57,2020-12-10,0012101300,
0000512767,RV,0153894303,1.25,2020-12-10,0012101300,
0000512767,RV,0153894313,11.29,2020-12-10,0012101300,
0000512767,RV,0153894323,0.11,2020-12-10,0012101300,
0000512767,RV,0153894333,0.20,2020-12-10,0012101300,
0000512767,RV,0153894343,0.03,2020-12-10,0012101300,
0000512767,RV,0153894353,0.65,2020-12-10,0012101300,
0000512767,RV,0153894363,0.06,2020-12-10,0012101300,
0000512767,RV,0153894373,0.03,2020-12-10,0012101300,
0000512767,RV,0153894383,0.02,2020-12-10,0012101300,
0000512767,RV,0153894393,0.35,2020-12-10,0012101300,
0000512767,RV,0153894403,0.01,2020-12-10,0012101300,
0000512767,RV,0153894413,0.99,2020-12-10,0012101300,
0000512767,RV,0153894423,0.03,2020-12-10,0012101300,
0000512767,RV,0153894433,0.21,2020-12-10,0012101300,
0000512767,RV,0153894443,0.95,2020-12-10,0012101300,
0000512767,RV,0153894453,0.12,2020-12-10,0012101300,
0000512767,RV,0153894463,1.29,2020-12-10,0012101300,
0000512767,RV,0153894473,0.47,2020-12-10,0012101300,
0000512767,RV,0153894483,0.00,2020-12-10,0012101300,
0000512767,RV,0153894493,5.01,2020-12-10,0012101300,
0000512767,RV,0153894503,9.54,2020-12-10,0012101300,
0000512767,RV,0153894513,0.00,2020-12-10,0012101300,
0000512767,RV,0153894523,0.26,2020-12-10,0012101300,
0000512767,RV,0153894533,0.03,2020-12-10,0012101300,
0000512767,RV,0153894543,0.12,2020-12-10,0012101300,
0000512767,RV,0153894553,0.02,2020-12-10,0012101300,
0000512767,RV,0153894563,1.76,2020-12-10,0012101300,
0000512767,RV,0153894573,0.40,2020-12-10,0012101300,
0000512767,RV,0153894583,0.72,2020-12-10,0012101300,
0000512767,RV,0153894593,0.00,2020-12-10,0012101300,
0000513310,RV,0153894603,2.75,2020-12-11,0012101300,
0000515391,RV,0153894613,16.69,2020-12-11,0012101300,
0000507149,RV,0153894704,2.10,2020-12-11,0012101300,
0000507418,RV,0153894714,4.17,2020-12-11,0012101300,
0000507418,RV,0153894724,15.34,2020-12-11,0012101300,
0000507494,RV,0153894734,4.10,2020-12-10,0012101300,
0000507494,RV,0153894744,0.46,2020-12-10,0012101300,
0000507494,RV,0153894754,0.84,2020-12-10,0012101300,
0000507494,RV,0153894764,73.88,2020-12-10,0012101300,
0000507494,RV,0153894774,3.61,2020-12-10,0012101300,
0000507494,RV,0153894784,14.72,2020-12-10,0012101300,
0000507494,RV,0153894794,8.45,2020-12-10,0012101300,
0000507494,RV,0153894804,2.64,2020-12-10,0012101300,
0000507494,RV,0153894814,69.21,2020-12-10,0012101300,
0000509282,RV,0153894824,20.01,2020-12-11,0012101300,
0000510878,RV,0153894847,4.14,2020-12-11,0012101300,
0000512170,RV,0153894857,37.82,2020-12-11,0012101300,
0000512170,RV,0153894867,20.79,2020-12-11,0012101300,
0000512767,RV,0153894877,61.31,2020-12-11,0012101300,
0000515956,RV,0153894888,36.12,2020-12-11,0012101300,
0000510878,RV,0153894904,1.96,2020-12-11,0012101300,
0000510878,RV,0153894914,0.75,2020-12-11,0012101300,
0000510878,RV,0153894924,0.32,2020-12-11,0012101300,
0000510878,RV,0153894934,0.00,2020-12-11,0012101300,
0000510878,RV,0153894944,3.02,2020-12-11,0012101300,
0000510878,RV,0153894954,3.84,2020-12-11,0012101300,
0000510878,RV,0153894964,0.02,2020-12-11,0012101300,
0000510878,RV,0153894974,0.37,2020-12-11,0012101300,
0000510878,RV,0153894984,0.02,2020-12-11,0012101300,
0000510878,RV,0153894994,0.06,2020-12-11,0012101300,
0000510878,RV,0153895004,1.66,2020-12-11,0012101300,
0000510878,RV,0153895014,4.10,2020-12-11,0012101300,
0000510878,RV,0153895024,0.05,2020-12-11,0012101300,
0000510878,RV,0153895034,0.84,2020-12-11,0012101300,
0000510878,RV,0153895044,0.00,2020-12-11,0012101300,
0000510878,RV,0153895054,0.00,2020-12-11,0012101300,
0000510878,RV,0153895064,7.05,2020-12-11,0012101300,
0000510878,RV,0153895074,0.06,2020-12-11,0012101300,
0000510878,RV,0153895084,0.10,2020-12-11,0012101300,
0000510878,RV,0153895094,38.78,2020-12-11,0012101300,
0000510878,RV,0153895104,1.31,2020-12-11,0012101300,
0000510878,RV,0153895114,4.18,2020-12-11,0012101300,
0000510878,RV,0153895124,0.11,2020-12-11,0012101300,
0000510878,RV,0153895134,0.02,2020-12-11,0012101300,
0000510878,RV,0153895144,0.01,2020-12-11,0012101300,
0000510878,RV,0153895154,0.01,2020-12-11,0012101300,
0000510878,RV,0153895164,301.90,2020-12-11,0012101300,
0000510878,RV,0153895174,8.82,2020-12-11,0012101300,
0000510878,RV,0153895184,0.10,2020-12-11,0012101300,
0000511887,RV,0153895194,177.66,2020-12-12,0012101300,
0000512170,RV,0153895204,23.33,2020-12-11,0012101300,
0000512767,RV,0153895214,0.01,2020-12-11,0012101300,
0000512767,RV,0153895224,0.02,2020-12-11,0012101300,
0000512767,RV,0153895234,0.00,2020-12-11,0012101300,
0000512767,RV,0153895244,0.06,2020-12-11,0012101300,
0000512767,RV,0153895254,0.01,2020-12-11,0012101300,
0000512767,RV,0153895264,1.34,2020-12-11,0012101300,
0000512767,RV,0153895274,0.10,2020-12-11,0012101300,
0000512767,RV,0153895284,0.03,2020-12-11,0012101300,
0000512767,RV,0153895294,0.04,2020-12-11,0012101300,
0000512767,RV,0153895304,0.01,2020-12-11,0012101300,
0000512767,RV,0153895314,0.02,2020-12-11,0012101300,
0000512767,RV,0153895324,0.15,2020-12-11,0012101300,
0000512767,RV,0153895334,0.29,2020-12-11,0012101300,
0000512767,RV,0153895344,0.02,2020-12-11,0012101300,
0000512767,RV,0153895354,0.00,2020-12-11,0012101300,
0000512767,RV,0153895364,0.06,2020-12-11,0012101300,
0000512767,RV,0153895374,127.04,2020-12-11,0012101300,
0000512767,RV,0153895384,0.13,2020-12-11,0012101300,
0000512767,RV,0153895394,0.31,2020-12-11,0012101300,
0000512767,RV,0153895404,2.72,2020-12-11,0012101300,
0000512767,RV,0153895414,7.87,2020-12-11,0012101300,
0000512767,RV,0153895424,0.03,2020-12-11,0012101300,
0000512767,RV,0153895434,0.00,2020-12-11,0012101300,
0000512767,RV,0153895444,0.07,2020-12-11,0012101300,
0000512767,RV,0153895454,0.00,2020-12-11,0012101300,
0000512767,RV,0153895464,0.31,2020-12-11,0012101300,
0000512767,RV,0153895474,0.53,2020-12-11,0012101300,
0000512767,RV,0153895484,16.48,2020-12-11,0012101300,
0000512767,RV,0153895494,0.03,2020-12-11,0012101300,
0000512767,RV,0153895504,0.25,2020-12-11,0012101300,
0000512767,RV,0153895514,0.01,2020-12-11,0012101300,
0000512767,RV,0153895524,0.12,2020-12-11,0012101300,
0000512767,RV,0153895534,0.08,2020-12-11,0012101300,
0000512767,RV,0153895544,0.87,2020-12-11,0012101300,
0000512767,RV,0153895554,52.13,2020-12-11,0012101300,
0000512767,RV,0153895564,0.03,2020-12-11,0012101300,
0000512767,RV,0153895574,0.01,2020-12-11,0012101300,
0000512767,RV,0153895584,0.10,2020-12-11,0012101300,
0000512767,RV,0153895594,2.60,2020-12-11,0012101300,
0000512767,RV,0153895604,0.04,2020-12-11,0012101300,
0000512767,RV,0153895614,0.00,2020-12-11,0012101300,
0000512767,RV,0153895624,0.00,2020-12-11,0012101300,
0000512767,RV,0153895634,0.00,2020-12-11,0012101300,
0000512767,RV,0153895644,0.03,2020-12-11,0012101300,
0000512767,RV,0153895654,0.98,2020-12-11,0012101300,
0000512767,RV,0153895664,0.15,2020-12-11,0012101300,
0000512767,RV,0153895674,0.22,2020-12-11,0012101300,
0000512767,RV,0153895684,0.65,2020-12-11,0012101300,
0000512767,RV,0153895694,0.00,2020-12-11,0012101300,
0000512767,RV,0153895704,0.13,2020-12-11,0012101300,
0000512767,RV,0153895714,0.55,2020-12-11,0012101300,
0000512767,RV,0153895724,1.34,2020-12-11,0012101300,
0000512767,RV,0153895734,0.00,2020-12-11,0012101300,
0000512767,RV,0153895744,0.02,2020-12-11,0012101300,
0000512767,RV,0153895754,0.00,2020-12-11,0012101300,
0000512767,RV,0153895764,0.05,2020-12-11,0012101300,
0000515391,RV,0153895774,6.70,2020-12-12,0012101300,
0000504755,RV,0153899805,13402.09,2020-12-12,0012100400,
0000512170,RV,0153899815,0.73,2020-12-12,0012101300,
0000512170,RV,0153899825,103.53,2020-12-12,0012101300,
0000515505,RV,0153899835,25.88,2020-12-12,0012101300,
0000510878,RV,0153899903,2.88,2020-12-12,0012101300,
0000510878,RV,0153899913,116.56,2020-12-12,0012101300,
0000510878,RV,0153899923,0.02,2020-12-12,0012101300,
0000510878,RV,0153899933,0.01,2020-12-12,0012101300,
0000510878,RV,0153899943,0.04,2020-12-12,0012101300,
0000510878,RV,0153899953,0.34,2020-12-12,0012101300,
0000510878,RV,0153899963,4.91,2020-12-12,0012101300,
0000510878,RV,0153899973,4.10,2020-12-12,0012101300,
0000510878,RV,0153899983,0.09,2020-12-12,0012101300,
0000510878,RV,0153899993,0.40,2020-12-12,0012101300,
0000510878,RV,0153900003,0.53,2020-12-12,0012101300,
0000510878,RV,0153900013,0.04,2020-12-12,0012101300,
0000510878,RV,0153900023,0.26,2020-12-12,0012101300,
0000510878,RV,0153900033,0.00,2020-12-12,0012101300,
0000510878,RV,0153900043,0.11,2020-12-12,0012101300,
0000510878,RV,0153900053,0.18,2020-12-12,0012101300,
0000510878,RV,0153900063,0.00,2020-12-12,0012101300,
0000510878,RV,0153900073,0.02,2020-12-12,0012101300,
0000510878,RV,0153900083,0.01,2020-12-12,0012101300,
0000510878,RV,0153900093,0.01,2020-12-12,0012101300,
0000510878,RV,0153900103,0.07,2020-12-12,0012101300,
0000510878,RV,0153900113,12.01,2020-12-12,0012101300,
0000510878,RV,0153900123,0.15,2020-12-12,0012101300,
0000510878,RV,0153900133,3.06,2020-12-12,0012101300,
0000510878,RV,0153900143,6.11,2020-12-12,0012101300,
0000510878,RV,0153900153,9.50,2020-12-12,0012101300,
0000510878,RV,0153900163,0.01,2020-12-12,0012101300,
0000510878,RV,0153900173,0.10,2020-12-12,0012101300,
0000510878,RV,0153900183,1.43,2020-12-12,0012101300,
0000510878,RV,0153900193,0.66,2020-12-12,0012101300,
0000511128,RV,0153900203,0.11,2020-12-13,0012101300,
0000511128,RV,0153900213,0.09,2020-12-13,0012101300,
0000511128,RV,0153900223,0.18,2020-12-13,0012101300,
0000512170,RV,0153900233,2.19,2020-12-12,0012101300,
0000512767,RV,0153900243,0.01,2020-12-12,0012101300,
0000512767,RV,0153900253,0.27,2020-12-12,0012101300,
0000512767,RV,0153900263,0.01,2020-12-12,0012101300,
0000512767,RV,0153900273,0.01,2020-12-12,0012101300,
0000512767,RV,0153900283,2.31,2020-12-12,0012101300,
0000512767,RV,0153900293,0.00,2020-12-12,0012101300,
0000512767,RV,0153900303,0.01,2020-12-12,0012101300,
0000512767,RV,0153900313,0.07,2020-12-12,0012101300,
0000512767,RV,0153900323,0.02,2020-12-12,0012101300,
0000512767,RV,0153900333,0.07,2020-12-12,0012101300,
0000512767,RV,0153900343,0.10,2020-12-12,0012101300,
0000512767,RV,0153900353,0.35,2020-12-12,0012101300,
0000512767,RV,0153900363,0.22,2020-12-12,0012101300,
0000512767,RV,0153900373,0.28,2020-12-12,0012101300,
0000512767,RV,0153900383,7.34,2020-12-12,0012101300,
0000512767,RV,0153900393,0.05,2020-12-12,0012101300,
0000512767,RV,0153900403,0.27,2020-12-12,0012101300,
0000512767,RV,0153900413,0.20,2020-12-12,0012101300,
0000512767,RV,0153900423,0.21,2020-12-12,0012101300,
0000512767,RV,0153900433,0.76,2020-12-12,0012101300,
0000512767,RV,0153900443,15.53,2020-12-12,0012101300,
0000512767,RV,0153900453,0.07,2020-12-12,0012101300,
0000512767,RV,0153900463,5.25,2020-12-12,0012101300,
0000512767,RV,0153900473,0.20,2020-12-12,0012101300,
0000512767,RV,0153900483,0.39,2020-12-12,0012101300,
0000512767,RV,0153900493,0.04,2020-12-12,0012101300,
0000512767,RV,0153900503,0.01,2020-12-12,0012101300,
0000512767,RV,0153900513,0.03,2020-12-12,0012101300,
0000512767,RV,0153900523,1.27,2020-12-12,0012101300,
0000512767,RV,0153900533,0.00,2020-12-12,0012101300,
0000512767,RV,0153900543,0.08,2020-12-12,0012101300,
0000512767,RV,0153900553,1.28,2020-12-12,0012101300,
0000512767,RV,0153900563,0.02,2020-12-12,0012101300,
0000512767,RV,0153900573,0.00,2020-12-12,0012101300,
0000512767,RV,0153900583,0.24,2020-12-12,0012101300,
0000512767,RV,0153900593,47.17,2020-12-12,0012101300,
0000512767,RV,0153900603,0.75,2020-12-12,0012101300,
0000512767,RV,0153900613,0.11,2020-12-12,0012101300,
0000512767,RV,0153900623,0.43,2020-12-12,0012101300,
0000512767,RV,0153900633,0.54,2020-12-12,0012101300,
0000512767,RV,0153900643,1.20,2020-12-12,0012101300,
0000512767,RV,0153900653,2.29,2020-12-12,0012101300,
0000512767,RV,0153900663,7.62,2020-12-12,0012101300,
0000512767,RV,0153900673,0.02,2020-12-12,0012101300,
0000512767,RV,0153900683,5.28,2020-12-12,0012101300,
0000512767,RV,0153900693,5.22,2020-12-12,0012101300,
0000512767,RV,0153900703,0.01,2020-12-12,0012101300,
0000512767,RV,0153900713,0.19,2020-12-12,0012101300,
0000512767,RV,0153900723,0.07,2020-12-12,0012101300,
0000512767,RV,0153900733,1.54,2020-12-12,0012101300,
0000512767,RV,0153900743,43.98,2020-12-12,0012101300,
0000515505,RV,0153900753,3.70,2020-12-13,0012101300,
0000515956,RV,0153900763,19.69,2020-12-13,0012101300,
0000516775,RV,0153900774,498.29,2020-12-13,0012101300,
0000507418,RV,0153900805,155.84,2020-12-13,0012101300,
0000507418,RV,0153900815,27.19,2020-12-13,0012101300,
0000507418,RV,0153900825,1.41,2020-12-13,0012101300,
0000515391,RV,0153900835,110.53,2020-12-13,0012101300,
0000516850,RV,0153900845,5.09,2020-12-13,0012101300,
0000507149,RV,0153900906,11.90,2020-12-13,0012101300,
0000507149,RV,0153900916,6.33,2020-12-13,0012101300,
0000507149,RV,0153900926,1.09,2020-12-13,0012101300,
0000507149,RV,0153900936,1.28,2020-12-13,0012101300,
0000510878,RV,0153900946,21.53,2020-12-13,0012101300,
0000512170,RV,0153900956,22.69,2020-12-13,0012101300,
0000512170,RV,0153900966,65.71,2020-12-13,0012101300,
0000512170,RV,0153900976,28.32,2020-12-13,0012101300,
0000512170,RV,0153900986,69.99,2020-12-13,0012101300,
0000515391,RV,0153900996,68.34,2020-12-13,0012101300,
0000504587,RV,0153901100,24.61,2020-12-14,0012101300,
0000512170,RV,0153901110,45.32,2020-12-14,0012101300,
0000505063,RV,0153901301,28.52,2020-12-14,0012101300,
0000506786,RV,0153901312,178822.61,2020-12-13,0012100400,
0000507149,RV,0153901322,19.04,2020-12-14,0012101300,
0000509201,RV,0153901333,663522.60,2020-12-13,0012100400,
0000511560,RV,0153901357,15.99,2020-12-13,0012101300,
0000515505,RV,0153901367,57.98,2020-12-14,0012101300,
0000515956,RV,0153901377,2.45,2020-12-13,0012101300,
0000510553,RV,0153902126,1.55,2020-12-24,0012101300,
0000507149,RV,0153903608,12.78,2020-12-14,0012101300,
0000510878,RV,0153903618,3.85,2020-12-14,0012101300,
0000515391,RV,0153903628,202.18,2020-12-14,0012101300,
0000507418,RV,0153903705,14.11,2020-12-14,0012101300,
0000507418,RV,0153903715,22.38,2020-12-14,0012101300,
0000511233,RV,0153903726,24.78,2020-12-14,0012101300,
0000512170,RV,0153903736,8.57,2020-12-14,0012101300,
0000512170,RV,0153903746,69.29,2020-12-14,0012101300,
0000512170,RV,0153903756,108.21,2020-12-14,0012101300,
0000512170,RV,0153903766,84.88,2020-12-14,0012101300,
0000500248,RV,0153903900,74.93,2020-12-15,0012101300,
0000500248,RV,0153903910,53.89,2020-12-15,0012101300,
0000504587,RV,0153903925,2.61,2020-12-15,0012101300,
0000505063,RV,0153903935,40.79,2020-12-15,0012101300,
0000505063,RV,0153903945,61.99,2020-12-15,0012101300,
0000505063,RV,0153903955,111.47,2020-12-15,0012101300,
0000509282,RV,0153903967,9.76,2020-12-14,0012101300,
0000509282,RV,0153903990,6.11,2020-12-15,0012101300,
0000510878,RV,0153904100,303.34,2020-12-14,0012101300,
0000510878,RV,0153904110,0.30,2020-12-14,0012101300,
0000510878,RV,0153904120,0.10,2020-12-14,0012101300,
0000510878,RV,0153904130,1.06,2020-12-14,0012101300,
0000510878,RV,0153904140,0.40,2020-12-14,0012101300,
0000510878,RV,0153904150,2.76,2020-12-14,0012101300,
0000510878,RV,0153904160,1.13,2020-12-14,0012101300,
0000510878,RV,0153904170,3.76,2020-12-14,0012101300,
0000510878,RV,0153904180,0.72,2020-12-14,0012101300,
0000510878,RV,0153904190,0.18,2020-12-14,0012101300,
0000510878,RV,0153904200,0.02,2020-12-14,0012101300,
0000510878,RV,0153904210,0.01,2020-12-14,0012101300,
0000510878,RV,0153904220,3.56,2020-12-14,0012101300,
0000510878,RV,0153904230,0.09,2020-12-14,0012101300,
0000510878,RV,0153904240,4.37,2020-12-14,0012101300,
0000510878,RV,0153904250,0.00,2020-12-14,0012101300,
0000510878,RV,0153904260,1.34,2020-12-14,0012101300,
0000510878,RV,0153904270,0.47,2020-12-14,0012101300,
0000510878,RV,0153904280,13.27,2020-12-14,0012101300,
0000510878,RV,0153904290,0.68,2020-12-14,0012101300,
0000510878,RV,0153904300,0.58,2020-12-14,0012101300,
0000510878,RV,0153904310,0.00,2020-12-14,0012101300,
0000510878,RV,0153904320,0.15,2020-12-14,0012101300,
0000510878,RV,0153904330,0.34,2020-12-14,0012101300,
0000510878,RV,0153904340,1.05,2020-12-14,0012101300,
0000510878,RV,0153904350,0.12,2020-12-14,0012101300,
0000510878,RV,0153904360,3.98,2020-12-14,0012101300,
0000510878,RV,0153904370,12.25,2020-12-14,0012101300,
0000510878,RV,0153904380,0.02,2020-12-14,0012101300,
0000510878,RV,0153904390,0.78,2020-12-14,0012101300,
0000510878,RV,0153904400,0.10,2020-12-14,0012101300,
0000510878,RV,0153904410,0.34,2020-12-14,0012101300,
0000510878,RV,0153904420,0.01,2020-12-14,0012101300,
0000510878,RV,0153904430,3.08,2020-12-14,0012101300,
0000511534,RV,0153904440,96221.33,2020-12-15,0012100400,
0000512767,RV,0153904450,0.02,2020-12-14,0012101300,
0000512767,RV,0153904460,0.05,2020-12-14,0012101300,
0000512767,RV,0153904470,0.53,2020-12-14,0012101300,
0000512767,RV,0153904480,0.06,2020-12-14,0012101300,
0000512767,RV,0153904490,0.17,2020-12-14,0012101300,
0000512767,RV,0153906800,0.01,2020-12-14,0012101300,
0000512767,RV,0153906810,0.13,2020-12-14,0012101300,
0000512767,RV,0153906820,0.81,2020-12-14,0012101300,
0000512767,RV,0153906830,0.51,2020-12-14,0012101300,
0000512767,RV,0153906840,0.10,2020-12-14,0012101300,
0000512767,RV,0153906850,1.73,2020-12-14,0012101300,
0000512767,RV,0153906860,0.18,2020-12-14,0012101300,
0000512767,RV,0153906870,0.00,2020-12-14,0012101300,
0000512767,RV,0153906880,1.60,2020-12-14,0012101300,
0000512767,RV,0153906890,0.02,2020-12-14,0012101300,
0000512767,RV,0153906900,0.00,2020-12-14,0012101300,
0000512767,RV,0153906910,0.55,2020-12-14,0012101300,
0000512767,RV,0153906920,0.03,2020-12-14,0012101300,
0000512767,RV,0153906930,21.05,2020-12-14,0012101300,
0000512767,RV,0153906940,0.67,2020-12-14,0012101300,
0000512767,RV,0153906950,0.39,2020-12-14,0012101300,
0000512767,RV,0153906960,1.17,2020-12-14,0012101300,
