JENumber,FechaEfectiva,Mes,CuentaContable,Monto,Usuario,FechaEntrada
5000008100,20201023,10,0025010000,610.68,PR_RECEIUING,20201023
5000008100,20201023,10,0046940001,-565.49,PR_RECEIUING,20201023
5000008100,20201023,10,0046940001,-19.07,PR_RECEIUING,20201023
5000008100,20201023,10,0046940001,-7.83,PR_RECEIUING,20201023
5000008100,20201023,10,0046940001,-18.29,PR_RECEIUING,20201023
5000008101,20201023,10,0025010000,199.51,PR_RECEIUING,20201023
5000008101,20201023,10,0046940001,-178.36,PR_RECEIUING,20201023
5000008101,20201023,10,0046940001,-8.75,PR_RECEIUING,20201023
5000008101,20201023,10,0046940001,-6.75,PR_RECEIUING,20201023
5000008101,20201023,10,0046940001,-5.65,PR_RECEIUING,20201023
5000008102,20201023,10,0025010000,429.62,PR_RECEIUING,20201023
5000008102,20201023,10,0046940001,-327.85,PR_RECEIUING,20201023
5000008102,20201023,10,0046940001,-28.07,PR_RECEIUING,20201023
5000008102,20201023,10,0046940001,-17.55,PR_RECEIUING,20201023
5000008102,20201023,10,0046940001,-56.15,PR_RECEIUING,20201023
5000008103,20201024,10,0026010000,880,PR_RECEIUING,20201024
5000008103,20201024,10,0046940001,-800,PR_RECEIUING,20201024
5000008103,20201024,10,0046940001,-80,PR_RECEIUING,20201024
5000008104,20201024,10,0026010000,253.08,PR_RECEIUING,20201024
5000008104,20201024,10,0046940001,-230,PR_RECEIUING,20201024
5000008104,20201024,10,0046940001,-23.08,PR_RECEIUING,20201024
5000008104,20201024,10,0026010000,240.98,PR_RECEIUING,20201024
5000008104,20201024,10,0046940001,-219,PR_RECEIUING,20201024
5000008104,20201024,10,0046940001,-21.98,PR_RECEIUING,20201024
5000008104,20201024,10,0026010000,426.94,PR_RECEIUING,20201024
5000008104,20201024,10,0046940001,-388,PR_RECEIUING,20201024
5000008104,20201024,10,0046940001,-38.94,PR_RECEIUING,20201024
5000008105,20201025,10,0025010000,133.15,PR_RECEIUING,20201025
5000008105,20201025,10,0046940001,-123.29,PR_RECEIUING,20201025
5000008105,20201025,10,0046940001,-4.16,PR_RECEIUING,20201025
5000008105,20201025,10,0046940001,-1.71,PR_RECEIUING,20201025
5000008105,20201025,10,0046940001,-3.99,PR_RECEIUING,20201025
5000008105,20201025,10,0025010000,529.71,PR_RECEIUING,20201025
5000008105,20201025,10,0046940001,-490.51,PR_RECEIUING,20201025
5000008105,20201025,10,0046940001,-16.54,PR_RECEIUING,20201025
5000008105,20201025,10,0046940001,-6.8,PR_RECEIUING,20201025
5000008105,20201025,10,0046940001,-15.86,PR_RECEIUING,20201025
5000008106,20201025,10,0025010000,934.9,PR_RECEIUING,20201025
5000008106,20201025,10,0046940001,-713.45,PR_RECEIUING,20201025
5000008106,20201025,10,0046940001,-61.09,PR_RECEIUING,20201025
5000008106,20201025,10,0046940001,-38.18,PR_RECEIUING,20201025
5000008106,20201025,10,0046940001,-122.18,PR_RECEIUING,20201025
5000008107,20201025,10,0025010000,3164.28,PR_RECEIUING,20201025
5000008107,20201025,10,0046940001,-3015.94,PR_RECEIUING,20201025
5000008107,20201025,10,0046940001,-62.05,PR_RECEIUING,20201025
5000008107,20201025,10,0046940001,-26.18,PR_RECEIUING,20201025
5000008107,20201025,10,0046940001,-60.11,PR_RECEIUING,20201025
5000008108,20201027,10,0026010000,238.7,PR_RECEIUING,20201027
5000008108,20201027,10,0046940001,-203.7,PR_RECEIUING,20201027
5000008108,20201027,10,0046940001,-35,PR_RECEIUING,20201027
5000008109,20201024,10,0024010000,40677.1,PR_RECEIUING,20201030
5000008109,20201024,10,0046940001,-40514.5,PR_RECEIUING,20201030
5000008109,20201024,10,0046940001,-162.6,PR_RECEIUING,20201030
5000008110,20201026,10,0024010000,15205.13,PR_RECEIUING,20201030
5000008110,20201026,10,0046940001,-15144.35,PR_RECEIUING,20201030
5000008110,20201026,10,0046940001,-60.78,PR_RECEIUING,20201030
5000008110,20201026,10,0024010000,23400.59,PR_RECEIUING,20201030
5000008110,20201026,10,0046940001,-23307.05,PR_RECEIUING,20201030
5000008110,20201026,10,0046940001,-93.54,PR_RECEIUING,20201030
5000008111,20201026,10,0024010000,39101.05,PR_RECEIUING,20201030
5000008111,20201026,10,0046940001,-38944.75,PR_RECEIUING,20201030
5000008111,20201026,10,0046940001,-156.3,PR_RECEIUING,20201030
5000008112,20201030,10,0025010000,379.15,PR_RECEIUING,20201030
5000008112,20201030,10,0046940001,-356.73,PR_RECEIUING,20201030
5000008112,20201030,10,0046940001,-8.66,PR_RECEIUING,20201030
5000008112,20201030,10,0046940001,-4.84,PR_RECEIUING,20201030
5000008112,20201030,10,0046940001,-8.92,PR_RECEIUING,20201030
5000008113,20201030,10,0025010000,1977.67,PR_RECEIUING,20201030
5000008113,20201030,10,0046940001,-1884.96,PR_RECEIUING,20201030
5000008113,20201030,10,0046940001,-38.78,PR_RECEIUING,20201030
5000008113,20201030,10,0046940001,-16.36,PR_RECEIUING,20201030
5000008113,20201030,10,0046940001,-37.57,PR_RECEIUING,20201030
5000008114,20201030,10,0025010000,2275.36,PR_RECEIUING,20201030
5000008114,20201030,10,0046940001,-2140.36,PR_RECEIUING,20201030
5000008114,20201030,10,0046940001,-37,PR_RECEIUING,20201030
5000008114,20201030,10,0046940001,-25,PR_RECEIUING,20201030
5000008114,20201030,10,0046940001,-73,PR_RECEIUING,20201030
5000008115,20201031,10,0025010000,2373.19,PR_RECEIUING,20201031
5000008115,20201031,10,0046940001,-2261.95,PR_RECEIUING,20201031
5000008115,20201031,10,0046940001,-46.53,PR_RECEIUING,20201031
5000008115,20201031,10,0046940001,-19.63,PR_RECEIUING,20201031
5000008115,20201031,10,0046940001,-45.08,PR_RECEIUING,20201031
5000008116,20201031,10,0025010000,1137.68,PR_RECEIUING,20201031
5000008116,20201031,10,0046940001,-1070.18,PR_RECEIUING,20201031
5000008116,20201031,10,0046940001,-18.5,PR_RECEIUING,20201031
5000008116,20201031,10,0046940001,-12.5,PR_RECEIUING,20201031
5000008116,20201031,10,0046940001,-36.5,PR_RECEIUING,20201031
5000008117,20201031,10,0025010000,1221.36,PR_RECEIUING,20201031
5000008117,20201031,10,0046940001,-1130.98,PR_RECEIUING,20201031
5000008117,20201031,10,0046940001,-38.14,PR_RECEIUING,20201031
5000008117,20201031,10,0046940001,-15.67,PR_RECEIUING,20201031
5000008117,20201031,10,0046940001,-36.57,PR_RECEIUING,20201031
5000008118,20201020,10,0024010000,39866.56,PR_RECEIUING,20201101
5000008118,20201020,10,0046940001,-39707.2,PR_RECEIUING,20201101
5000008118,20201020,10,0046940001,-159.36,PR_RECEIUING,20201101
5000008119,20201030,10,0024010000,14439.62,PR_RECEIUING,20201102
5000008119,20201030,10,0046940001,-14381.9,PR_RECEIUING,20201102
5000008119,20201030,10,0046940001,-57.72,PR_RECEIUING,20201102
5000008119,20201030,10,0024010000,24106.06,PR_RECEIUING,20201102
5000008119,20201030,10,0046940001,-24009.7,PR_RECEIUING,20201102
5000008119,20201030,10,0046940001,-96.36,PR_RECEIUING,20201102
5000008120,20201025,10,0025010000,3664.07,PR_RECEIUING,20201103
5000008120,20201025,10,0046940001,-3392.93,PR_RECEIUING,20201103
5000008120,20201025,10,0046940001,-114.41,PR_RECEIUING,20201103
5000008120,20201025,10,0046940001,-47.02,PR_RECEIUING,20201103
5000008120,20201025,10,0046940001,-109.71,PR_RECEIUING,20201103
5000008121,20201025,10,0025010000,1221.36,PR_RECEIUING,20201103
5000008121,20201025,10,0046940001,-1130.98,PR_RECEIUING,20201103
5000008121,20201025,10,0046940001,-38.14,PR_RECEIUING,20201103
5000008121,20201025,10,0046940001,-15.67,PR_RECEIUING,20201103
5000008121,20201025,10,0046940001,-36.57,PR_RECEIUING,20201103
5000008122,20201025,10,0025010000,233.73,PR_RECEIUING,20201103
5000008122,20201025,10,0046940001,-178.36,PR_RECEIUING,20201103
5000008122,20201025,10,0046940001,-15.27,PR_RECEIUING,20201103
5000008122,20201025,10,0046940001,-9.55,PR_RECEIUING,20201103
5000008122,20201025,10,0046940001,-30.55,PR_RECEIUING,20201103
5000008122,20201025,10,0025010000,467.45,PR_RECEIUING,20201103
5000008122,20201025,10,0046940001,-356.73,PR_RECEIUING,20201103
5000008122,20201025,10,0046940001,-30.54,PR_RECEIUING,20201103
5000008122,20201025,10,0046940001,-19.09,PR_RECEIUING,20201103
5000008122,20201025,10,0046940001,-61.09,PR_RECEIUING,20201103
5000008123,20201005,10,0025010000,261.2,PR_RECEIUING,20201103
5000008123,20201005,10,0046940001,-261.2,PR_RECEIUING,20201103
5000008123,20201005,10,0025010000,2738.89,PR_RECEIUING,20201103
5000008123,20201005,10,0046940001,-2738.89,PR_RECEIUING,20201103
5000008124,20201106,11,0025010000,1315,PR_RECEIUING,20201108
5000008124,20201106,11,0046940001,-1315,PR_RECEIUING,20201108
5000008125,20201101,11,0026010000,4124,PR_RECEIUING,20201108
5000008125,20201101,11,0046940001,-3824,PR_RECEIUING,20201108
5000008125,20201101,11,0046940001,-300,PR_RECEIUING,20201108
5000008126,20201101,11,0026010000,2100.87,PR_RECEIUING,20201108
5000008126,20201101,11,0046940001,-1931.6,PR_RECEIUING,20201108
5000008126,20201101,11,0046940001,-169.27,PR_RECEIUING,20201108
5000008127,20201101,11,0063400101,105.6,PR_RECEIUING,20201109
5000008127,20201101,11,0046940001,-105.6,PR_RECEIUING,20201109
5000008127,20201101,11,0063400101,117.6,PR_RECEIUING,20201109
5000008127,20201101,11,0046940001,-117.6,PR_RECEIUING,20201109
5000008127,20201101,11,0063400101,13.92,PR_RECEIUING,20201109
5000008127,20201101,11,0046940001,-13.92,PR_RECEIUING,20201109
5000008127,20201101,11,0063400101,13.92,PR_RECEIUING,20201109
5000008127,20201101,11,0046940001,-13.92,PR_RECEIUING,20201109
5000008128,20201101,11,0026010000,1878,PR_RECEIUING,20201109
5000008128,20201101,11,0046940001,-1728,PR_RECEIUING,20201109
5000008128,20201101,11,0046940001,-150,PR_RECEIUING,20201109
5000008129,20201103,11,0026010000,1960,PR_RECEIUING,20201109
5000008129,20201103,11,0046940001,-1782,PR_RECEIUING,20201109
5000008129,20201103,11,0046940001,-178,PR_RECEIUING,20201109
5000008130,20201106,11,0026010000,100,PR_RECEIUING,20201109
5000008130,20201106,11,0046940001,-75,PR_RECEIUING,20201109
5000008130,20201106,11,0046940001,-25,PR_RECEIUING,20201109
5000008131,20201107,11,0026010000,238,PR_RECEIUING,20201109
5000008131,20201107,11,0046940001,-188,PR_RECEIUING,20201109
5000008131,20201107,11,0046940001,-50,PR_RECEIUING,20201109
5000008132,20201109,11,0063400101,72.88,PR_RECEIUING,20201109
5000008132,20201109,11,0046940001,-71.99,PR_RECEIUING,20201109
5000008132,20201109,11,0046940001,-0.89,PR_RECEIUING,20201109
5000008133,20201110,11,0025010000,1706.52,PR_RECEIUING,20201110
5000008133,20201110,11,0046940001,-1605.27,PR_RECEIUING,20201110
5000008133,20201110,11,0046940001,-27.75,PR_RECEIUING,20201110
5000008133,20201110,11,0046940001,-18.75,PR_RECEIUING,20201110
5000008133,20201110,11,0046940001,-54.75,PR_RECEIUING,20201110
5000008134,20201102,11,0025010000,699.94,PR_RECEIUING,20201110
5000008134,20201102,11,0046940001,-667.13,PR_RECEIUING,20201110
5000008134,20201102,11,0046940001,-13.72,PR_RECEIUING,20201110
5000008134,20201102,11,0046940001,-5.79,PR_RECEIUING,20201110
5000008134,20201102,11,0046940001,-13.3,PR_RECEIUING,20201110
5000008135,20201102,11,0025010000,1582.13,PR_RECEIUING,20201110
5000008135,20201102,11,0046940001,-1507.97,PR_RECEIUING,20201110
5000008135,20201102,11,0046940001,-31.02,PR_RECEIUING,20201110
5000008135,20201102,11,0046940001,-13.09,PR_RECEIUING,20201110
5000008135,20201102,11,0046940001,-30.05,PR_RECEIUING,20201110
5000008136,20201106,11,0025010000,1706.52,PR_RECEIUING,20201110
5000008136,20201106,11,0046940001,-1605.27,PR_RECEIUING,20201110
5000008136,20201106,11,0046940001,-27.75,PR_RECEIUING,20201110
5000008136,20201106,11,0046940001,-18.75,PR_RECEIUING,20201110
5000008136,20201106,11,0046940001,-54.75,PR_RECEIUING,20201110
5000008136,20201106,11,0025010000,3640.58,PR_RECEIUING,20201110
5000008136,20201106,11,0046940001,-3424.58,PR_RECEIUING,20201110
5000008136,20201106,11,0046940001,-59.2,PR_RECEIUING,20201110
5000008136,20201106,11,0046940001,-40,PR_RECEIUING,20201110
5000008136,20201106,11,0046940001,-116.8,PR_RECEIUING,20201110
5000008137,20201106,11,0025010000,689.97,PR_RECEIUING,20201110
5000008137,20201106,11,0046940001,-657.62,PR_RECEIUING,20201110
5000008137,20201106,11,0046940001,-13.53,PR_RECEIUING,20201110
5000008137,20201106,11,0046940001,-5.71,PR_RECEIUING,20201110
5000008137,20201106,11,0046940001,-13.11,PR_RECEIUING,20201110
5000008137,20201106,11,0025010000,1271.36,PR_RECEIUING,20201110
5000008137,20201106,11,0046940001,-1211.76,PR_RECEIUING,20201110
5000008137,20201106,11,0046940001,-24.93,PR_RECEIUING,20201110
5000008137,20201106,11,0046940001,-10.52,PR_RECEIUING,20201110
5000008137,20201106,11,0046940001,-24.15,PR_RECEIUING,20201110
5000008138,20201110,11,0026010000,307,PR_RECEIUING,20201110
5000008138,20201110,11,0046940001,-242,PR_RECEIUING,20201110
5000008138,20201110,11,0046940001,-65,PR_RECEIUING,20201110
5000008139,20201113,11,0025010000,1315,PR_RECEIUING,20201113
5000008139,20201113,11,0046940001,-1315,PR_RECEIUING,20201113
5000008140,20201110,11,0025010000,4105.8,CROBLES,20201114
5000008140,20201110,11,0046940001,-3585,CROBLES,20201114
5000008140,20201110,11,0046940001,-18,CROBLES,20201114
5000008140,20201110,11,0046940001,-72,CROBLES,20201114
5000008140,20201110,11,0046940001,-430.8,CROBLES,20201114
5000008141,20201106,11,0024010000,39626.4,PR_RECEIUING,20201114
5000008141,20201106,11,0046940001,-39468,PR_RECEIUING,20201114
5000008141,20201106,11,0046940001,-158.4,PR_RECEIUING,20201114
5000008142,20201109,11,0024010000,39551.35,PR_RECEIUING,20201114
5000008142,20201109,11,0046940001,-39393.25,PR_RECEIUING,20201114
5000008142,20201109,11,0046940001,-158.1,PR_RECEIUING,20201114
5000008143,20201109,11,0024010000,38170.43,PR_RECEIUING,20201114
5000008143,20201109,11,0046940001,-38017.85,PR_RECEIUING,20201114
5000008143,20201109,11,0046940001,-152.58,PR_RECEIUING,20201114
5000008144,20201113,11,0024010000,41577.7,PR_RECEIUING,20201114
5000008144,20201113,11,0046940001,-41411.5,PR_RECEIUING,20201114
5000008144,20201113,11,0046940001,-166.2,PR_RECEIUING,20201114
5000008145,20201115,11,0026010000,1295,PR_RECEIUING,20201115
5000008145,20201115,11,0046940001,-1295,PR_RECEIUING,20201115
5000008146,20201115,11,0063400101,26.4,PR_RECEIUING,20201115
5000008146,20201115,11,0046940001,-26.4,PR_RECEIUING,20201115
5000008146,20201115,11,0063400101,77.01,PR_RECEIUING,20201115
5000008146,20201115,11,0046940001,-77.01,PR_RECEIUING,20201115
5000008147,20201115,11,0063400101,480,PR_RECEIUING,20201115
5000008147,20201115,11,0046940001,-480,PR_RECEIUING,20201115
5000008147,20201115,11,0063400101,158,PR_RECEIUING,20201115
5000008147,20201115,11,0046940001,-158,PR_RECEIUING,20201115
5000008147,20201115,11,0063400101,158,PR_RECEIUING,20201115
5000008147,20201115,11,0046940001,-158,PR_RECEIUING,20201115
5000008148,20201116,11,0025010000,1004.36,PR_RECEIUING,20201116
5000008148,20201116,11,0046940001,-942.48,PR_RECEIUING,20201116
5000008148,20201116,11,0046940001,-22.15,PR_RECEIUING,20201116
5000008148,20201116,11,0046940001,-10.98,PR_RECEIUING,20201116
5000008148,20201116,11,0046940001,-28.75,PR_RECEIUING,20201116
5000008149,20201116,11,0063400101,83.01,PR_RECEIUING,20201116
5000008149,20201116,11,0046940001,-81.99,PR_RECEIUING,20201116
5000008149,20201116,11,0046940001,-1.02,PR_RECEIUING,20201116
5000008149,20201116,11,0063400101,577.08,PR_RECEIUING,20201116
5000008149,20201116,11,0046940001,-569.99,PR_RECEIUING,20201116
5000008149,20201116,11,0046940001,-7.09,PR_RECEIUING,20201116
5000008150,20201117,11,0024010000,39287.43,PR_RECEIUING,20201117
5000008150,20201117,11,0046940001,-39132.45,PR_RECEIUING,20201117
5000008150,20201117,11,0046940001,-154.98,PR_RECEIUING,20201117
5000008151,20201116,11,0024010000,40151.75,PR_RECEIUING,20201117
5000008151,20201116,11,0046940001,-39991.25,PR_RECEIUING,20201117
5000008151,20201116,11,0046940001,-160.5,PR_RECEIUING,20201117
5000008152,20201120,11,0025010000,2670,PR_RECEIUING,20201120
5000008152,20201120,11,0046940001,-2670,PR_RECEIUING,20201120
5000008153,20201120,11,0025010000,4820.96,PR_RECEIUING,20201120
5000008153,20201120,11,0046940001,-4523.9,PR_RECEIUING,20201120
5000008153,20201120,11,0046940001,-106.33,PR_RECEIUING,20201120
5000008153,20201120,11,0046940001,-52.72,PR_RECEIUING,20201120
5000008153,20201120,11,0046940001,-138.01,PR_RECEIUING,20201120
5000008154,20201121,11,0025010000,1330.53,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-1248.54,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-29.35,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-14.55,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-38.09,PR_RECEIUING,20201121
5000008154,20201121,11,0025010000,1520.61,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-1426.91,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-33.54,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-16.63,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-43.53,PR_RECEIUING,20201121
5000008154,20201121,11,0025010000,1004.36,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-942.48,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-22.15,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-10.98,PR_RECEIUING,20201121
5000008154,20201121,11,0046940001,-28.75,PR_RECEIUING,20201121
5000008155,20201127,11,0025010000,1335,PR_RECEIUING,20201127
5000008155,20201127,11,0046940001,-1335,PR_RECEIUING,20201127
5000008156,20201128,11,0063400101,4345.21,PR_RECEIUING,20201128
5000008156,20201128,11,0046940001,-3900,PR_RECEIUING,20201128
5000008156,20201128,11,0046940001,-445.21,PR_RECEIUING,20201128
5000008156,20201128,11,0063400101,534.79,PR_RECEIUING,20201128
5000008156,20201128,11,0046940001,-480,PR_RECEIUING,20201128
5000008156,20201128,11,0046940001,-54.79,PR_RECEIUING,20201128
5000008157,20201128,11,0063400101,421.85,PR_RECEIUING,20201128
5000008157,20201128,11,0046940001,-421.85,PR_RECEIUING,20201128
5000008158,20201128,11,0026010000,80.4,PR_RECEIUING,20201128
5000008158,20201128,11,0046940001,-55.4,PR_RECEIUING,20201128
5000008158,20201128,11,0046940001,-25,PR_RECEIUING,20201128
5000008159,20201127,11,0024010000,14936.22,PR_RECEIUING,20201129
5000008159,20201127,11,0046940001,-14877.3,PR_RECEIUING,20201129
5000008159,20201127,11,0046940001,-58.92,PR_RECEIUING,20201129
5000008159,20201127,11,0024010000,24442.47,PR_RECEIUING,20201129
5000008159,20201127,11,0046940001,-24346.05,PR_RECEIUING,20201129
5000008159,20201127,11,0046940001,-96.42,PR_RECEIUING,20201129
5000008160,20201127,11,0024010000,36671.31,PR_RECEIUING,20201129
5000008160,20201127,11,0046940001,-36526.65,PR_RECEIUING,20201129
5000008160,20201127,11,0046940001,-144.66,PR_RECEIUING,20201129
5000008161,20201128,11,0024010000,40732.38,PR_RECEIUING,20201129
5000008161,20201128,11,0046940001,-40571.7,PR_RECEIUING,20201129
5000008161,20201128,11,0046940001,-160.68,PR_RECEIUING,20201129
5000008162,20201206,12,0025010000,24634,PALAMO,20201206
5000008162,20201206,12,0046940001,-21510,PALAMO,20201206
5000008162,20201206,12,0046940001,-108,PALAMO,20201206
5000008162,20201206,12,0046940001,-432,PALAMO,20201206
5000008162,20201206,12,0046940001,-2584,PALAMO,20201206
5000008163,20201206,12,0063400101,219.9,PR_NMENROM,20201206
5000008163,20201206,12,0046940001,-219.9,PR_NMENROM,20201206
5000008164,20201207,12,0063400101,1150,PR_HBETMUÑ,20201207
5000008164,20201207,12,0046940001,-1150,PR_HBETMUÑ,20201207
5000008165,20201201,12,0063400101,25.67,PR_RECEIUING,20201208
5000008165,20201201,12,0046940001,-25.67,PR_RECEIUING,20201208
5000008165,20201201,12,0063400101,19.98,PR_RECEIUING,20201208
5000008165,20201201,12,0046940001,-19.98,PR_RECEIUING,20201208
5000008166,20201208,12,0063400101,51.12,PR_RECEIUING,20201208
5000008166,20201208,12,0046940001,-51.12,PR_RECEIUING,20201208
5000008167,20201201,12,0026010000,97.94,PR_RECEIUING,20201208
5000008167,20201201,12,0046940001,-90,PR_RECEIUING,20201208
5000008167,20201201,12,0046940001,-7.94,PR_RECEIUING,20201208
5000008167,20201201,12,0026010000,402.65,PR_RECEIUING,20201208
5000008167,20201201,12,0046940001,-370,PR_RECEIUING,20201208
5000008167,20201201,12,0046940001,-32.65,PR_RECEIUING,20201208
5000008167,20201201,12,0026010000,280.76,PR_RECEIUING,20201208
5000008167,20201201,12,0046940001,-258,PR_RECEIUING,20201208
5000008167,20201201,12,0046940001,-22.76,PR_RECEIUING,20201208
5000008167,20201201,12,0061600101,106.65,PR_RECEIUING,20201208
5000008167,20201201,12,0046940001,-98,PR_RECEIUING,20201208
5000008167,20201201,12,0046940001,-8.65,PR_RECEIUING,20201208
5000008168,20201201,12,0063400101,78.42,PR_RECEIUING,20201208
5000008168,20201201,12,0046940001,-78.42,PR_RECEIUING,20201208
5000008169,20201201,12,0063400101,164.5,PR_RECEIUING,20201208
5000008169,20201201,12,0046940001,-124.5,PR_RECEIUING,20201208
5000008169,20201201,12,0046940001,-40,PR_RECEIUING,20201208
5000008170,20201204,12,0063400101,199.42,PR_RECEIUING,20201208
5000008170,20201204,12,0046940001,-199.42,PR_RECEIUING,20201208
5000008171,20201204,12,0025010000,1335,PR_RECEIUING,20201208
5000008171,20201204,12,0046940001,-1335,PR_RECEIUING,20201208
5000008172,20201201,12,0025010000,950.38,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-891.82,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-20.96,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-10.39,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-27.21,PR_RECEIUING,20201208
5000008172,20201201,12,0025010000,950.38,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-891.82,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-20.96,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-10.39,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-27.21,PR_RECEIUING,20201208
5000008172,20201201,12,0025010000,1877.63,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-1761.94,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-41.41,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-20.53,PR_RECEIUING,20201208
5000008172,20201201,12,0046940001,-53.75,PR_RECEIUING,20201208
5000008173,20201201,12,0025010000,1083.07,PR_RECEIUING,20201208
5000008173,20201201,12,0046940001,-1016.33,PR_RECEIUING,20201208
5000008173,20201201,12,0046940001,-23.89,PR_RECEIUING,20201208
5000008173,20201201,12,0046940001,-11.84,PR_RECEIUING,20201208
5000008173,20201201,12,0046940001,-31.01,PR_RECEIUING,20201208
5000008174,20201201,12,0025010000,1520.61,PR_RECEIUING,20201208
5000008174,20201201,12,0046940001,-1426.91,PR_RECEIUING,20201208
5000008174,20201201,12,0046940001,-33.54,PR_RECEIUING,20201208
5000008174,20201201,12,0046940001,-16.63,PR_RECEIUING,20201208
5000008174,20201201,12,0046940001,-43.53,PR_RECEIUING,20201208
5000008175,20201201,12,0025010000,1636.09,PR_RECEIUING,20201208
5000008175,20201201,12,0046940001,-1248.54,PR_RECEIUING,20201208
5000008175,20201201,12,0046940001,-106.91,PR_RECEIUING,20201208
5000008175,20201201,12,0046940001,-66.82,PR_RECEIUING,20201208
5000008175,20201201,12,0046940001,-213.82,PR_RECEIUING,20201208
5000008176,20201208,12,0026010000,1320,PR_RECEIUING,20201208
5000008176,20201208,12,0046940001,-1200,PR_RECEIUING,20201208
5000008176,20201208,12,0046940001,-120,PR_RECEIUING,20201208
5000008177,20201204,12,0063400101,330.26,PR_RECEIUING,20201211
5000008177,20201204,12,0046940001,-330.26,PR_RECEIUING,20201211
5000008178,20201207,12,0026010000,599,PR_RECEIUING,20201211
5000008178,20201207,12,0046940001,-544,PR_RECEIUING,20201211
5000008178,20201207,12,0046940001,-55,PR_RECEIUING,20201211
5000008179,20201211,12,0025010000,1335,PR_RECEIUING,20201211
5000008179,20201211,12,0046940001,-1335,PR_RECEIUING,20201211
5000008180,20201207,12,0025010000,2410.49,PR_RECEIUING,20201211
5000008180,20201207,12,0046940001,-2261.95,PR_RECEIUING,20201211
5000008180,20201207,12,0046940001,-53.17,PR_RECEIUING,20201211
5000008180,20201207,12,0046940001,-26.36,PR_RECEIUING,20201211
5000008180,20201207,12,0046940001,-69.01,PR_RECEIUING,20201211
5000008181,20201213,12,0026010000,121.6,PR_RECEIUING,20201213
5000008181,20201213,12,0046940001,-96.6,PR_RECEIUING,20201213
5000008181,20201213,12,0046940001,-25,PR_RECEIUING,20201213
5000008182,20201213,12,0026010000,424.53,PR_RECEIUING,20201213
5000008182,20201213,12,0046940001,-386,PR_RECEIUING,20201213
5000008182,20201213,12,0046940001,-38.53,PR_RECEIUING,20201213
5000008182,20201213,12,0026010000,809.47,PR_RECEIUING,20201213
5000008182,20201213,12,0046940001,-736,PR_RECEIUING,20201213
5000008182,20201213,12,0046940001,-73.47,PR_RECEIUING,20201213
5000008183,20201213,12,0026010000,365,PR_RECEIUING,20201213
5000008183,20201213,12,0046940001,-330,PR_RECEIUING,20201213
5000008183,20201213,12,0046940001,-35,PR_RECEIUING,20201213
5000008184,20201214,12,0062900101,137.1,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-137.1,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,137.1,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-137.1,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,274.2,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-274.2,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,205.65,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-205.65,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,274.2,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-274.2,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,137.1,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-137.1,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,616.95,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-616.95,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,342.75,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-342.75,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,68.55,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-68.55,PR_RECEIUING,20201214
5000008184,20201214,12,0062900101,68.55,PR_RECEIUING,20201214
5000008184,20201214,12,0046940001,-68.55,PR_RECEIUING,20201214
5000008185,20201215,12,0026010000,166.66,PR_RECEIUING,20201215
5000008185,20201215,12,0046940001,-141.66,PR_RECEIUING,20201215
